                                          POR        JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANN
24257REDDING,CA                      198609-201812     9     5     2     *     0     0     0     0     0     0     3    11    30
23232SACRAMENTO,CA                   194112-201812     7     2     *     *     0     0     0     0     0     0     1     7    18
23188SAN DIEGO,CA                    193907-201812     *     0     0     0     0     0     0     0     0     0     0     0     0
23272SAN FRANCISCO,CA                192101-201812     *     *     0     0     0     0     0     0     0     0     0     *     0
23190SANTA BARBARA,CA                194102-201812     3     1     *     0     0     0     0     0     0     *     *     2     6
23273SANTA MARIA,CA                  194801-201812     5     3     1     *     *     0     0     0     0     *     1     5    15
23237STOCKTON,CA                     194810-201812     8     3     1     *     0     0     0     0     0     0     2     8    22
23061ALAMOSA,CO                      194801-201812    31    28    30    27    13     2     *     *     8    26    30    31   227
93037COLORADO SPRINGS,CO             194804-201812    30    27    25    14     2     *     0     0     1     9    24    30   161
23062DENVER,CO                       194801-201812    29    26    24    12     2     *     0     0     1     8    24    29   155
23066GRAND JUNCTION,CO               190001-201812    30    25    18     6     *     0     0     0     *     4    22    30   135
93058PUEBLO,CO                       195407-201812    30    27    24    11     1     0     0     0     *    10    26    30   160
94702BRIDGEPORT,CT                   194807-201812    26    23    17     3     *     0     0     0     0     1     7    21    97
14740HARTFORD,CT                     194901-201812    28    25    22     8     1     0     0     0     *     5    16    26   131
13781WILMINGTON,DE                   194801-201812    25    22    15     3     *     0     0     0     0     1    10    22    97
93738WASHINGTON DULLES,DC            196112-201812    25    22    16     5     *     0     0     0     *     4    14    23   110
13743WASHINGTON NAT'L,DC             194507-201812    21    17     9     1     0     0     0     0     0     *     5    15    67
12834DAYTONA BEACH,FL                193701-201812     2     1     *     *     0     0     0     0     0     0     *     1     5
12835FORT MYERS,FL                   189201-201812     *     *     0     0     0     0     0     0     0     0     0     *     1
12816GAINESVILLE,FL                  196006-201812     6     3     1     *     0     0     0     0     0     *     1     5    16
13889JACKSONVILLE,FL                 193804-201812     6     3     1     *     0     0     0     0     0     0     1     4    15
12836KEY WEST,FL                     194801-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
12839MIAMI,FL                        194801-201812     *     0     *     0     0     0     0     0     0     0     0     *     0
12815ORLANDO,FL                      195206-201812     1     *     *     0     0     0     0     0     0     0     *     1     2
13899PENSACOLA,FL                    194807-201812     6     3     1     0     0     0     0     0     0     *     1     4    14
93805TALLAHASSEE,FL                  194003-201812    10     6     2     *     0     0     0     0     0     *     3     8    29
12842TAMPA,FL                        193902-201812     1     *     *     0     0     0     0     0     0     0     *     *     2
12843VERO BEACH,FL                   194211-201812     1     *     *     0     0     0     0     0     0     0     0     *     1
12844WEST PALM BEACH,FL              193807-201812     *     *     *     0     0     0     0     0     0     0     0     *     0
13873ATHENS,GA                       194406-201812    15    11     5     *     0     0     0     0     0     *     5    13    51
13874ATLANTA,GA                      193001-201812    14    10     4     *     0     0     0     0     0     *     4    11    44
03820AUGUSTA,GA                      194404-201812    15    11     5     1     0     0     0     0     0     1     7    13    52
93842COLUMBUS,GA                     194801-201812    13     8     3     *     0     0     0     0     0     *     4    10    37
03813MACON,GA                        194812-201812    13     9     4     *     0     0     0     0     0     1     5    11    43
03822SAVANNAH,GA                     194801-201812    10     6     2     *     0     0     0     0     0     *     2     7    27
21504HILO,HI                         194910-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
22521HONOLULU,HI                     194006-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
22516KAHULUI,HI                      195404-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
22536LIHUE,HI                        195002-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
24131BOISE,ID                        194001-201812    26    21    16     7     1     *     0     0     *     5    17    26   119
24149LEWISTON,ID                     194801-201812    20    16    11     3     *     0     0     0     *     3    12    21    86
24156POCATELLO,ID                    193901-201812    29    25    25    15     4     *     0     *     3    14    24    28   166
94846CHICAGO,IL                      195811-201812    28    25    21     7     1     0     0     0     *     4    16    26   128
14923MOLINE,IL                       194306-201812    29    25    21     7     *     0     0     0     *     5    18    27   133
14842PEORIA,IL                       194305-201812    29    25    19     5     *     0     0     0     *     4    16    26   124
94822ROCKFORD,IL                     195101-201812    30    26    23     8     1     0     0     0     *     6    19    28   142
93822SPRINGFIELD,IL                  190101-201812    27    23    16     4     *     0     0     0     *     3    14    24   111
93817EVANSVILLE,IN                   194801-201812    24    20    13     2     *     0     0     0     0     2    13    21    96
14827FORT WAYNE,IN                   193908-201812    28    25    21     8     1     0     0     0     *     4    16    26   129
93819INDIANAPOLIS,IN                 194801-201812    27    23    17     5     *     0     0     0     *     3    14    24   114
14848SOUTH BEND,IN                   189312-201812    28    25    22     9     1     0     0     0     *     4    16    26   131
14933DES MOINES,IA                   194507-201812    30    26    21     6     *     0     0     0     *     4    18    28   134
94908DUBUQUE,IA                      195102-201812    30    27    24     9     1     0     0     0     *     7    20    29   147
14943SIOUX CITY,IA                   194801-201812    31    27    23     9     1     0     0     0     1     8    23    30   152
94910WATERLOO,IA                     195003-201812    31    27    24    11     1     0     0     0     1     9    22    29   154
13984CONCORDIA,KS                    188505-201812    29    24    18     4     *     0     0     0     *     3    17    27   123
13985DODGE CITY,KS                   194801-201812    29    24    18     5     *     0     0     0     *     3    17    28   126
23065GOODLAND,KS                     189507-201812    30    27    24    12     2     *     0     0     1     8    24    30   157
13996TOPEKA,KS                       194608-201812    29    23    17     4     *     0     0     0     *     3    16    26   119
03928WICHITA,KS                      195312-201812    28    22    14     3     *     0     0     0     *     1    14    26   108
03889JACKSON,KY                      198101-201812    22    17    12     2     *     0     0     0     0     1     8    18    80
93820LEXINGTON,KY                    187211-201812    23    20    14     3     *     0     0     0     *     2    11    20    93
93821LOUISVILLE,KY                   194801-201812    23    18    12     2     *     0     0     0     0     1     9    19    84
03816PADUCAH,KY                      194909-201812    24    18    11     2     0     0     0     0     0     2    11    20    87
13970BATON ROUGE,LA                  193001-201812     8     4     1     *     0     0     0     0     0     *     2     6    20
03937LAKE CHARLES,LA                 196111-201812     6     3     1     0     0     0     0     0     0     *     1     4    13
12916NEW ORLEANS,LA                  194801-201812     4     2     *     *     0     0     0     0     0     0     1     3    10
13957SHREVEPORT,LA                   193907-201812    12     7     2     *     0     0     0     0     0     *     3     9    33
14607CARIBOU,ME                      193902-201812    31    28    29    21     5     *     0     0     3    14    25    30   185
14764PORTLAND,ME                     194012-201812    30    27    25    13     2     0     0     0     1     8    19    28   153
93721BALTIMORE,MD                    193907-201812    24    21    14     3     *     0     0     0     0     1    10    21    94
14753BLUE HILL,MA                    189301-201812    28    26    23     8     *     0     0     0     *     3    14    25   128
14739BOSTON,MA                       193601-201812    26    23    17     3     0     0     0     0     0     *     7    21    97
94746WORCESTER,MA                    194806-201812    29    26    25     9     *     0     0     0     *     4    16    27   136
94849ALPENA,MI                       191611-201812    30    28    28    20     7     1     0     *     2    11    21    29   176
94847DETROIT,MI                      195901-201812    28    25    22     8     1     0     0     0     *     4    15    25   129
14826FLINT,MI                        194805-201812    29    26    24    11     2     0     0     0     *     6    17    27   142
94860GRAND RAPIDS,MI                 196312-201812    29    26    23    11     1     0     0     0     *     5    17    27   139
94814HOUGHTON LAKE,MI                196407-201812    30    28    27    18     5     *     0     *     2    10    21    29   170
14836LANSING,MI                      194801-201812    29    26    24    12     2     *     0     0     1     7    18    27   146
14840MUSKEGON,MI                     189606-201812    29    26    24    11     1     *     0     0     *     4    15    26   137
14847SAULT STE. MARIE,MI             193101-201812    31    28    29    20     6     *     0     *     1     9    22    29   174
14913DULUTH,MN                       194801-201812    31    28    29    20     5     *     0     *     2    12    25    31   183
14918INTERNATIONAL FALLS,MN          190607-201812    31    28    29    22     8     *     *     *     4    17    28    31   198
14922MINNEAPOLIS-ST.PAUL,MN          193805-201812    31    27    25    10     1     0     0     0     *     6    22    30   153
14925ROCHESTER,MN                    189303-201812    30    27    26    13     2     *     0     *     1    10    23    30   163
14926SAINT CLOUD,MN                  193911-201812    31    28    28    16     3     *     0     0     2    12    26    31   176
03940JACKSON,MS                      196308-201812    14    10     4     *     0     0     0     0     0     *     5    12    45
13865MERIDIAN,MS                     194406-201812    15    10     5     *     0     0     0     0     0     1     7    13    51
93862TUPELO,MS                       196212-201812    18    14     7     1     *     0     0     0     *     1     8    15    64
03945COLUMBIA,MO                     196911-201812    27    21    14     3     *     0     0     0     *     2    13    24   105
03947KANSAS CITY,MO                  197210-201812    28    22    14     3     *     0     0     0     *     2    13    25   108
13994ST. LOUIS,MO                    193804-201812    26    20    13     2     *     0     0     0     *     1    11    22    95
13995SPRINGFIELD,MO                  194008-201812    25    20    14     3     *     0     0     0     *     2    13    23   100
24033BILLINGS,MT                     194801-201812    28    24    23    12     2     *     0     0     1     8    21    28   146
94008GLASGOW,MT                      194801-201812    31    28    28    16     3     *     0     0     2    14    27    31   180
24143GREAT FALLS,MT                  193704-201812    27    25    25    16     4     *     0     *     2    11    21    26   157
94012HAVRE,MT                        196102-201812    30    27    28    17     4     *     0     0     3    17    26    30   182
24144HELENA,MT                       193804-201812    29    26    27    17     4     *     0     *     3    15    26    30   177
24146KALISPELL,MT                    189606-201812    29    26    26    16     5     *     *     *     4    17    25    29   178
24153MISSOULA,MT                     194801-201812    30    26    26    17     5     *     *     *     3    16    26    30   179
14935GRAND ISLAND,NE                 193804-201812    31    26    23     8     1     0     0     0     *     6    23    30   147
14939LINCOLN,NE                      194801-201812    30    26    21     8     1     0     0     0     *     6    21    30   143
14941NORFOLK,NE                      194510-201812    31    27    24    10     1     0     0     0     1     8    23    30   153
24023NORTH PLATTE,NE                 194801-201812    31    28    27    14     3     *     0     0     2    14    28    31   175
14942OMAHA,NE                        194801-201812    30    26    21     6     *     0     0     0     *     5    20    29   138
24028SCOTTSBLUFF,NE                  189301-201812    30    27    27    15     3     *     0     *     2    14    27    30   175
24032VALENTINE,NE                    194801-201812    31    28    27    15     3     *     0     0     2    13    27    31   174
24121ELKO,NV                         188802-201812    30    27    27    20    10     2     *     1     9    22    27    30   205
23154ELY,NV                          189301-201812    30    27    29    24    14     3     *     *     7    23    28    30   217
23169LAS VEGAS,NV                    194810-201812    10     4     1     *     0     0     0     0     0     *     2     9    26
23185RENO,NV                         193703-201812    28    24    22    15     5     1     0     *     3    14    23    28   161
24128WINNEMUCCA,NV                   187707-201812    28    24    25    17     6     1     *     *     5    18    25    28   178
14745CONCORD,NH                      193904-201812    30    27    27    16     5     *     0     *     2    13    21    29   170
14755MT. WASHINGTON,NH               194802-201812    31    28    31    28    19     6     1     3    11    23    28    31   239
93730ATLANTIC CITY,NJ                195807-201812    25    22    17     5     *     0     0     0     *     3    12    22   106
14734NEWARK,NJ                       189301-201812    24    22    15     2     0     0     0     0     0     1     7    20    92
23050ALBUQUERQUE,NM                  193103-201812    27    21    14     3     *     0     0     0     0     1    15    27   109
23051CLAYTON,NM                      189602-201812    29    25    21     8     1     *     0     0     *     5    20    28   137
23009ROSWELL,NM                      194901-201812    25    17     8     1     0     0     0     0     0     1    12    24    87
14735ALBANY,NY                       193806-201812    29    26    24    11     1     0     0     0     1     7    18    27   144
04725BINGHAMTON,NY                   195106-201812    29    26    25    12     1     0     0     0     *     6    18    27   144
14733BUFFALO,NY                      193805-201812    28    26    24    10     *     0     0     0     *     3    14    25   130
04781ISLIP,NY                        196310-201812    26    23    17     4     *     0     0     0     0     1     9    21   102
94728NEW YORK Central Park,NY        186901-201812    23    20    13     2     *     0     0     0     0     *     5    18    82
94789NEW YORK JFK AP,NY              194808-201812    23    20    12     1     0     0     0     0     0     *     4    17    77
14732NEW YORK Laguardia AP,NY        193911-201812    22    19    11     1     0     0     0     0     0     *     3    15    71
14768ROCHESTER,NY                    192601-201812    28    26    24    10     1     0     0     0     *     3    15    25   132
14771SYRACUSE,NY                     193805-201812    29    26    24    11     1     0     0     0     *     4    15    26   137
03812ASHEVILLE,NC                    194601-201812    22    19    13     4     *     0     0     0     *     4    14    20    96
93729CAPE HATTERAS,NC                195703-201812     9     7     3     *     0     0     0     0     0     *     1     5    25
13881CHARLOTTE,NC                    193907-201812    18    14     8     1     *     0     0     0     0     1     7    16    63
13723GREENSBORO-WNSTN-SALM-HGHPT,NC  192811-201812    21    18    10     2     *     0     0     0     0     1    10    19    81
13722RALEIGH,NC                      194406-201812    19    16     9     2     *     0     0     0     0     1     9    17    73
13748WILMINGTON,NC                   194801-201812    13     9     4     *     0     0     0     0     0     *     3    11    41
24011BISMARCK,ND                     194801-201812    31    28    29    18     4     *     0     0     2    15    28    31   186
14914FARGO,ND                        189106-201812    31    28    27    16     4     *     0     *     2    12    26    31   177
14916GRAND FORKS,ND                  194104-201812    31    28    28    18     5     *     *     *     2    15    28    31   186
94014WILLISTON,ND                    189401-201812    31    28    29    17     4     *     0     *     3    15    28    31   186
14895AKRON,OH                        194807-201812    28    24    21     9     1     *     0     0     *     3    15    25   126
93814CINCINNATI,OH                   194801-201812    25    21    16     4     *     0     0     0     *     3    13    22   104
14820CLEVELAND,OH                    193805-201812    27    24    21     8     1     *     0     0     *     2    13    24   119
14821COLUMBUS,OH                     194801-201812    26    23    18     6     *     0     0     0     *     3    13    23   113
93815DAYTON,OH                       194801-201812    27    23    18     6     *     0     0     0     *     3    14    24   115
14891MANSFIELD,OH                    194812-201812    27    25    21     9     1     0     0     0     0     4    15    25   127
94830TOLEDO,OH                       195501-201812    28    25    22     9     1     *     0     0     *     5    17    26   134
14852YOUNGSTOWN,OH                   193408-201812    27    25    22    10     1     *     0     *     *     4    15    25   131
13967OKLAHOMA CITY,OK                194801-201812    22    16     8     1     *     0     0     0     0     1     8    20    76
13968TULSA,OK                        193812-201812    23    16     8     1     0     0     0     0     0     1     8    19    76
94224ASTORIA,OR                      195302-201812     8     6     5     2     *     0     0     0     0     *     4     8    33
94185BURNS,OR                        197306-201812    30    26    27    21     9     3     *     1     7    22    27    30   203
24221EUGENE,OR                       193806-201812    13    10     7     2     *     *     0     0     *     2     7    12    53
24225MEDFORD,OR                      192801-201812    18    14    10     4     1     *     0     0     *     3    11    16    78
24155PENDLETON,OR                    192801-201812    21    16    11     3     *     0     0     0     *     4    13    20    89
24229PORTLAND,OR                     193804-201812    12     8     4     1     *     0     0     0     0     *     5     9    38
24232SALEM,OR                        189301-201812    13    10     7     3     *     *     0     *     *     2     7    11    54
24235SEXTON SUMMIT,OR                194801-201812    17    15    18    15     6     *     0     0     *     2    10    17   102
14737ALLENTOWN,PA                    194801-201812    28    24    20     6     *     0     0     0     *     4    14    25   122
14860ERIE,PA                         192601-201812    27    25    23     9     1     *     0     0     0     1    10    23   119
14711MIDDLETOWN/HARRISBURG,PA        194101-201812    26    23    17     3     *     0     0     0     0     1    11    23   105
13739PHILADELPHIA,PA                 194801-201812    24    21    13     2     *     0     0     0     0     1     7    19    88
94823PITTSBURGH,PA                   194801-201812    26    23    20     7     1     0     0     0     *     3    14    24   118
14777AVOCA,PA                        194901-201812    27    25    21     8     1     0     0     0     *     4    14    25   125
14778WILLIAMSPORT,PA                 194805-201812    28    25    21     7     1     0     0     0     *     4    15    25   126
14765PROVIDENCE,RI                   194801-201812    27    24    20     5     *     0     0     0     *     3    12    24   114
13782CHARLESTON,SC                   189301-201812     4     3     *     0     0     0     0     0     0     0     *     3    10
13883COLUMBIA,SC                     194801-201812    15    11     5     1     0     0     0     0     0     1     7    14    54
03870GREENVILLE-SPARTANBURG,SC       196211-201812    18    14     7     1     *     0     0     0     0     1     6    15    61
14929ABERDEEN,SD                     189301-201812    30    28    28    16     3     *     0     *     3    14    27    30   178
14936HURON,SD                        188107-201812    31    28    27    13     2     *     0     0     1    11    26    31   170
24090RAPID CITY,SD                   194805-201812    30    27    27    16     3     *     0     0     1    11    25    30   171
14944SIOUX FALLS,SD                  193201-201812    31    28    26    13     2     0     0     0     1    10    25    30   164
13877BRISTOL-JHNSN CTY-KNGSPRT,TN    193710-201812    22    19    13     4     *     0     0     0     0     3    14    21    95
13882CHATTANOOGA,TN                  193804-201812    19    14     7     1     0     0     0     0     0     1     9    17    68
13891KNOXVILLE,TN                    191001-201812    18    14     8     1     *     0     0     0     0     1     9    17    68
13893MEMPHIS,TN                      194002-201812    17    12     5     *     0     0     0     0     0     *     5    13    53
13897NASHVILLE,TN                    194801-201812    20    16     9     1     0     0     0     0     0     1     9    17    73
03841OAK RIDGE,TN                    194808-201812    21    17    11     2     *     0     0     0     0     2    11    19    83
13962ABILENE,TX                      194801-201812    17    10     5     *     0     0     0     0     0     *     5    14    51
23047AMARILLO,TX                     194701-201812    27    21    15     4     *     0     0     0     *     2    15    26   110
13958AUSTIN,TX                       193806-201812     7     4     1     *     0     0     0     0     0     *     1     5    17
12919BROWNSVILLE,TX                  189812-201812     1     1     *     0     0     0     0     0     0     0     *     1     2
12924CORPUS CHRISTI,TX               194801-201812     2     1     *     0     0     0     0     0     0     *     *     1     6
13960DALLAS,TX                       193908-201812    12     6     2     *     0     0     0     0     0     *     2     8    31
22010DEL RIO,TX                      195105-201812     6     3     1     0     0     0     0     0     0     *     1     5    15
23044EL PASO,TX                      193804-201812    17    10     4     *     *     0     0     0     0     *     7    16    54
12923GALVESTON,TX                    194608-201812     2     1     *     0     0     0     0     0     0     0     *     *     3
12960HOUSTON,TX                      196906-201812     6     3     1     *     0     0     0     0     0     *     1     4    15
23042LUBBOCK,TX                      194701-201812    25    18    10     2     *     0     0     0     0     1    11    23    90
23023MIDLAND-ODESSA,TX               193006-201812    19    12     5     1     *     0     0     0     0     *     7    17    61
12917PORT ARTHUR,TX                  194710-201812     5     2     1     *     0     0     0     0     0     *     1     3    12
23034SAN ANGELO,TX                   190708-201812    16    10     4     1     0     0     0     0     0     *     5    14    51
12921SAN ANTONIO,TX                  194609-201812     7     4     1     *     0     0     0     0     0     *     2     5    20
12912VICTORIA,TX                     195303-201812     4     2     *     0     0     0     0     0     0     *     1     3    10
13959WACO,TX                         194101-201812    12     6     2     *     0     0     0     0     0     *     3     9    33
13966WICHITA FALLS,TX                190701-201812    19    12     6     1     0     0     0     0     0     *     6    16    60
24127SALT LAKE CITY,UT               194801-201812    27    22    16     6     1     0     0     0     *     4    19    27   122
14742BURLINGTON,VT                   194012-201812    29    27    26    14     2     0     0     0     1     8    18    28   154
13733LYNCHBURG,VA                    194408-201812    23    20    13     2     *     0     0     0     0     2    11    20    91
13737NORFOLK,VA                      194601-201812    16    13     5     *     0     0     0     0     0     *     3    12    49
13740RICHMOND,VA                     193903-201812    21    19    11     2     *     0     0     0     0     1     9    19    82
13741ROANOKE,VA                      194801-201812    22    19    12     2     *     0     0     0     0     2    10    19    85
93739WALLOPS ISLAND,VA               196610-201812    21    18    10     1     0     0     0     0     0     *     6    16    71
24227OLYMPIA,WA                      194106-201812    15    14    13     7     2     *     0     0     *     5    10    15    82
94240QUILLAYUTE,WA                   196608-201812    12    10     9     5     1     0     0     0     *     2     7    12    58
24233SEATTLE,WA                      194801-201812    10     6     4     *     *     0     0     0     0     *     4     8    32
24157SPOKANE,WA                      188908-201812    26    22    19     8     1     0     0     0     *     7    18    26   128
24160WALLA WALLA,WA                  194901-201812    19    13     6     1     *     0     0     0     *     2    10    19    69
24243YAKIMA,WA                       194610-201812    28    24    20    12     3     *     0     0     1    11    22    28   148
03872BECKLEY,WV                      196306-201812    25    22    16     6     1     *     0     0     *     5    14    22   111
13866CHARLESTON,WV                   194712-201812    23    20    14     4     *     0     0     0     0     3    13    21    98
13729ELKINS,WV                       192601-201812    26    24    21    12     2     *     *     0     1     9    19    25   140
03860HUNTINGTON,WV                   196101-201812    23    20    13     3     *     0     0     0     *     3    11    20    94
14898GREEN BAY,WI                    188609-201812    30    27    26    13     2     *     0     0     1     7    21    29   156
14920LA CROSSE,WI                    193804-201812    30    27    25    10     1     *     0     0     *     6    21    29   148
14837MADISON,WI                      193910-201812    30    27    25    12     2     *     0     0     1     8    21    29   154
14839MILWAUKEE,WI                    193804-201812    29    26    23     8     1     0     0     0     *     3    17    27   135
24089CASPER,WY                       194808-201812    29    26    27    20     6     *     *     *     3    15    25    29   181
24018CHEYENNE,WY                     191501-201812    29    26    27    18     5     *     0     0     2    12    25    28   173
24021LANDER,WY                       194801-201812    31    28    27    18     5     *     0     0     2    14    27    31   183
24029SHERIDAN,WY                     194801-201812    30    27    27    18     5     *     0     *     3    16    27    30   185
41415GUAM,PC                         195703-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
40309KOROR,PC                        195107-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
40604KWAJALEIN- MARSHALL IS.,PC      195205-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
40710MAJURO- MARSHALL IS,PC          195502-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
61705PAGO PAGO- AMER SAMOA,PC        196604-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
40504POHNPEI- CAROLINE IS.,PC        195107-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
40505CHUUK- E. CAROLINE IS.,PC       195107-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
40308YAP- W CAROLINE IS.,PC          195107-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
11641SAN JUAN,PR                     195601-201812     0     0     0     0     0     0     0     0     0     0     0     0     0
